,app_id,type,name,release_date,free_to_play,developer_1,developer_2,developer_3,publisher_1,publisher_2,publisher_3,genre_Action,genre_Adventure,genre_Animation & Modeling,genre_Audio Production,genre_Casual,genre_Design & Illustration,genre_Early Access,genre_Education,genre_Free to Play,genre_Gore,genre_Indie,genre_Massively Multiplayer,genre_Nudity,genre_Photo Editing,genre_RPG,genre_Racing,genre_Sexual Content,genre_Simulation,genre_Software Training,genre_Sports,genre_Strategy,genre_Utilities,genre_Video Production,genre_Violent,genre_Web Publishing,meanPlayers2017,meanPlayers2018,meanPlayers2019,meanPlayers2020,first_available_price,last_available_price,lowest_price,highest_price
43,363970,game,Clicker Heroes,2015-05-13,1.0,Playsaurus,0,0,Playsaurus,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9302,4819,2466,2914,0.0,0.0,0.0,0.0
44,582660,game,Black Desert Online,2017-05-24,0.0,Pearl Abyss,0,0,Kakao Games Europe B.V.,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12118,12996,12016,18279,9.99,9.99,3.99,9.99
45,255710,game,Cities: Skylines,2015-03-10,0.0,Colossal Order Ltd.,0,0,Paradox Interactive,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8603,9299,10655,14287,29.99,29.99,5.99,29.99
46,214950,game,Total War: ROME II - Emperor Edition,2013-09-02,0.0,CREATIVE ASSEMBLY,0,0,SEGA,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7029,5808,5187,6206,59.95,59.99,14.98,59.99
47,601510,game,Yu-Gi-Oh! Duel Links,2017-11-16,1.0,Konami Digital Entertainment,0,0,Konami Digital Entertainment,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9384,7435,6490,7167,0.0,0.0,0.0,0.0
48,386360,game,SMITE,2015-09-08,1.0,Titan Forge Games,0,0,Hi-Rez Studios,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7772,7740,8112,13632,0.0,0.0,0.0,0.0
49,294100,game,RimWorld,2018-10-17,0.0,Ludeon Studios,0,0,Ludeon Studios,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8037,8350,10547,16335,34.99,31.49,31.49,34.99
50,413150,game,Stardew Valley,2016-02-26,0.0,ConcernedApe,0,0,ConcernedApe,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10148,13055,13073,22360,14.99,11.99,8.99,14.99
51,582160,game,Assassin's Creed Origins,2017-10-26,0.0,Ubisoft Montreal,0,0,Ubisoft,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7685,3518,1444,2351,59.99,59.99,11.99,59.99
52,322330,game,Don't Starve Together,2016-04-21,0.0,Klei Entertainment,0,0,Klei Entertainment,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9337,7631,9181,15181,14.99,14.99,5.09,14.99
53,577800,game,NBA 2K18,2017-09-14,0.0,Visual Concepts,0,0,2K,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7548,6756,1447,507,59.99,59.99,59.99,59.99
54,444200,game,World of Tanks Blitz,2016-11-09,1.0,Wargaming Group Limited,0,0,Wargaming Group Limited,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7766,7905,9904,14099,0.0,0.0,0.0,0.0
55,447020,game,Farming Simulator 17,2016-10-24,0.0,Giants Software,0,0,Focus Home Interactive,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6467,5871,1779,1280,19.99,14.99,7.99,19.99
56,480,,Spacewar,,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6337,7291,6843,8912,0.0,0.0,0.0,0.0
